id,food_name,food_group,food_sub_group,per_serving_household_measure,Energy (kcal),Protein (g),Total fat (g),Saturated fat (g),Dietary fibre (g),Carbohydrate (g),Cholesterol (mg),Sodium (mg),ALA,B-Carotene,Calcium,Carotenoid,EPA+DHA,Folic Acid,Glycemic carbohydrate,Glycemic index,Isoflavones,LA,Lactose,Marine Collagen Peptide,Monounsaturated fat,Nitrogen,Omega-6,Omega-9,Pantothenic Acid,Phycocyanin,Polyunsaturated fat,Potassium,Protein,Retinol,Riboflavin,Saturated fat,Selenium,Sodium,Starch,Sugar,Taurine,Thiamin,Thiamine,Total fat,Trans Fat,Vitamin A,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin C,Vitamin D,Water,Whole-grains,Zinc
446,"Threadfin,whole, raw",FISH AND FISH PRODUCTS,Fish and roe,Slice (108g),39.9,8.72,0.44,0.27,0,0.22,1.77,22.58,0,0,15.12,0,0,0,0,0,0,0,0,0,0.32,3.4,0,0,0,0,0,308.88,21.28,8.64,0.03,0.65,26.91,55.08,0,0,0,0.05,0,1.08,0,8.64,0,0,0,0,1.08,0,83.92,0,0.43
447,"Trevally, yellow banded, whole, raw",FISH AND FISH PRODUCTS,Fish and roe,1 portion (60g),29.16,6.16,0.5,0.26,0,0,17.57,12.38,0,1.2,32.4,0,210,0,0,0,0,0,0,0,0.25,2.05,0,0,0,0,0.25,234.6,12.84,10.8,0.13,0.53,18,25.8,0,0,0,0.03,0,1.04,0,10.8,0,0,0,0,0,0,45.3,0,0.3
448,"Tuna sandwich type, canned in oil",FISH AND FISH PRODUCTS,Fish and roe,Tablespoon (40g),101.05,7.24,8.08,1.24,0,0,13.6,193.2,0.44,0,3.2,0,0,0,0,0,0,0,0,0,1.8,1.16,0,0,0,0,4.6,82.4,7.24,4,0.04,1.24,0,193.2,0,0,0,0.02,0,8.08,0,4,0,0,0,0,0,32,24.32,0,0.32
449,"Tuna, canned in brine",FISH AND FISH PRODUCTS,Fish and roe,Can (195g),202.92,43.1,3.12,0.98,0,0,83.85,760.5,0,0,15.6,0,698.1,0,0,0,0,0,0,0,0.39,6.9,0,0,0,0,0.78,530.4,43.1,29.25,0.2,0.98,0,760.5,0,0,0,0.04,0,3.12,0,29.25,0,0,0,0,0,156,146.64,0,1.76
450,"Tuna, canned in brine, drained",FISH AND FISH PRODUCTS,Fish and roe,Cup (190g),225.91,45.22,4.75,1.52,0,0,96.9,621.3,0.02,0,13.3,0,0,0,0,0,0,0,0,0,0.76,7.24,0,0,0,0,1.14,402.8,45.22,36.1,0.25,1.52,149.34,621.3,0,0,0,0.04,0,4.75,0,36.1,0,0,0,0,0,273.6,139.08,0,1.9
451,"Tuna, canned in oil",FISH AND FISH PRODUCTS,Fish and roe,Can (195g),565.4,40.56,45.24,6.83,0,0,64.35,813.15,1.81,1.95,9.75,0,0,0,0,0,0,0,0,0,12.68,6.49,0,0,0,0,23.6,524.55,40.56,37.05,0.18,6.83,181.35,813.15,0,0,0,0.04,0,45.24,0,37.05,0,0,0,0,0,312,118.37,0,1.56
452,"Tuna, canned in oil, drained",FISH AND FISH PRODUCTS,Fish and roe,Cup (205g),435.99,48.38,27.06,4.31,0,0,79.95,871.25,0.98,2.05,14.35,0,0,0,0,0,0,0,0,0,7.18,7.74,0,0,0,0,14.15,545.3,48.38,38.95,0.23,4.31,198.03,871.25,0,0,0,0.1,0,27.06,0,38.95,0,0,0,0,0,246,128.95,0,1.85
453,"Tuna, in chilli and tomato, canned",FISH AND FISH PRODUCTS,Fish and roe,Can (184g),202.4,27.78,7.73,7.14,3.5,5.7,38.64,9255.2,0,303.6,382.72,0,0,0,0,0,0,0,0,0,0.18,4.45,0,0,0,0,0,690,27.78,36.8,0.09,7.14,10.86,9255.2,0,5.52,0,0.02,0,7.73,0,86.48,0,0,0,0,0,0,132.85,0,1.47
454,"Tuna, in curry, canned",FISH AND FISH PRODUCTS,Fish and roe,Can (179g),232.7,15.39,11.64,1.47,4.65,17.01,30.43,1895.61,0,112.77,69.81,0,0,0,0,0,0,0,0,0,3.28,2.46,0,0,0,0,6.09,613.97,15.39,162.89,0.14,1.47,6.27,1895.61,6.62,10.2,0,0.02,0,11.64,0,180.79,0,0,0,0,0.9,0,131.74,0,0.72
455,"Tuna, little",FISH AND FISH PRODUCTS,Fish and roe,Piece (73g),46.12,9.15,1.06,0.43,0,0,20.89,20.1,0,0,14.6,0,0,0,0,0,0,0,0,0,0.47,2.71,0,0,0,0,0.71,251.12,16.94,9.49,0.16,0.79,0,37.23,0,0,0,0.07,0,1.97,0,9.49,0,0,0,0,0,24.24,53.07,0,0.88
456,"Tuna, salad, with thousand island dressing, canned",FISH AND FISH PRODUCTS,Fish and roe,Can (176g),244.64,23.76,12.14,5.6,3.52,10.56,33.44,818.4,0,61.6,86.24,0,0,0,0,0,0,0,0,0,2.9,3.8,0,0,0,0,2.8,550.88,23.76,73.92,0.14,5.6,8.27,818.4,3.87,5.98,0,0.02,0,12.14,0,84.48,0,0,0,0,0.18,0,127.42,0,1.41
457,"Tuna, sashimi style",FISH AND FISH PRODUCTS,Fish and roe,Slice (15g),15.9,3.85,0.05,0.02,0,0,2.1,3.45,0,0,0.6,0,12,0,0,0,0,0,0,0,0.01,0.62,0,0,0,0,0.02,68.4,3.86,0.3,0,0.02,14.78,3.45,0,0,0,0.01,0,0.05,0,0.3,0,0,0,0,0,0,10.88,0,0.08
458,"Tuna, smoked, canned",FISH AND FISH PRODUCTS,Fish and roe,Can (166g),476.42,33.86,37.85,5.78,0,0,16.6,2133.1,0,0,23.24,0,0,0,0,0,0,0,0,0,12.33,5.42,0,0,0,0,16.92,1503.96,33.86,8.3,0.07,5.78,9.3,2133.1,0,0,0,0.02,0,37.85,0,0,0,0,0,0,0,0,91.96,0,0.83
459,"White pomfret fish, raw",FISH AND FISH PRODUCTS,Fish and roe,Whole (312g),193.94,30.23,8.04,5.01,0,0,84.91,213.16,0,0,127.92,0,1266.72,0,0,0,0,0,0,0,3.28,8.64,0,0,0,0,0.75,811.2,53.98,115.44,0.22,8.95,141.96,380.64,0,0,0,0.37,0,14.35,0,115.44,0,0,0,0,0,165.98,240.24,0,1.87
460,White snapper,FISH AND FISH PRODUCTS,Fish and roe,1 portion (70g),61.6,14.42,0.42,0.18,0,0,11.2,41.3,0,0,50.4,0,119,0,0,0,0,0,0,0,0.08,2.31,0,0,0,0,0.16,214.9,14.42,1.4,0,0.18,56,41.3,0,0,0,0.01,0,0.42,0.01,1.4,0,0,0,0,0,65.56,54.88,0,0.21
461,"Whitebait, raw",FISH AND FISH PRODUCTS,Fish and roe,Whole (18.4g),21.94,3.16,1.03,0.28,0,0,66.42,1.58,0,0,8.46,0,0,0,0,0,0,0,0,0,0.31,0.51,0,0,0,0,0.42,45.26,3.16,0,0.01,0.28,1.76,1.58,0,0,0,0.01,0,1.03,0,0,0,0,0,0,0,0,14.02,0,0.04
462,"Whiting trumpeter, whole, raw",FISH AND FISH PRODUCTS,Fish and roe,Whole (64g),23.33,5.64,0.06,0.06,0,0.03,11.81,27.94,0,0,32,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,214.4,12.54,10.24,0.03,0.13,17.92,62.08,0,0,0,0.03,0,0.13,0,10.24,0,0,0,0,0,0,50.37,0,0.26
463,"Apple, green, raw, with peel, core and stalk",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (156g),70.73,0.43,0,0,3.3,15.36,0,2.87,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,179.4,0.47,0,0.02,0,0,3.12,0.31,16.38,0,0.05,0,0,0,1.56,0,0,0,0,7.8,0,132.29,0,0.16
464,"Apple, red, raw, with peel, core and stalk",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (185g),96.09,0.51,0,0,3.74,21.79,0,1.7,0,18.5,9.25,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,196.1,0.56,0,0.02,0,0,1.85,0.93,22.94,0,0.04,0,0,0,3.7,0,0,0,0,11.1,0,155.03,0,0.19
465,"Apples, raw, without skin",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (139g),61.38,0.35,0.17,0.03,1.66,16.32,0,0,0,23.63,6.95,0,0,0,0,0,0,0,0,0,0.01,0.06,0,0,0,0,0.05,125.1,0.38,0,0.04,0.03,0,0,0,14.04,0,0.03,0,0.18,0,2.78,0,0,0,0,5.56,0,120.47,0,0.07
466,"Apricot, canned in artificially sweetened juice",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (247g),58.45,1.24,0,0,3.21,12.35,0,7.41,0,2781.22,39.52,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,414.96,1.24,0,0.02,0,0.25,7.41,0,10.62,0,0.05,0,0,0,464.36,0,0,0,0,9.88,0,225.76,0,0.49
467,"Apricot, canned in artificially sweetened liquid, drained",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",One half (17g),4.8,0.14,0,0,0.44,0.66,0,0.51,0,297.5,3.74,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,25.5,0.14,0,0,0,0,0.51,0,0.66,0,0,0,0,0,56.95,0,0,0,0,0.68,0,15.32,0,0.03
468,"Apricot, canned in pear juice, drained",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (220g),103.14,2.2,0,0,6.82,17.16,0,6.6,0,1782,33,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,308,2.2,0,0.09,0,0,6.6,0,17.16,0,0.07,0,0,0,358.6,0,0,0,0,11,0,186.78,0,0.66
469,"Apricot, canned in syrup, drained",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (220g),135.78,1.98,0,0,6.82,27.06,0,4.4,0,1606,39.6,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,308,1.98,0,0.04,0,0,4.4,0,27.06,0,0.04,0,0,0,330,0,0,0,0,8.8,0,179.52,0,0.44
470,Apricots,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (38g),16.96,0.49,0.14,0.01,0.71,3.93,0,0.35,0,415.72,4.94,0,0,0,0,0,0,0,0,0,0.06,0.09,0,0,0,0,0.03,98.42,0.53,0,0.02,0.01,0.04,0.38,0,3.51,0,0.01,0,0.15,0,36.48,0,0,0,0,3.8,0,32.81,0,0.08
471,Banana (pisang mas),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (50g),38.12,0.54,0.12,0.04,1,8.82,0,3.85,0,190,0,0,0,0,0,0,0,0,0,0,0.02,0.11,0,0,0,0,0.04,171,0.7,0,0.04,0.05,0.5,5,2.9,6.65,0,0.02,0,0.15,0,31.5,0,0,0,0,4.15,0,36.5,0,0.08
472,Banana (pisang nangka),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (122g),93,1.08,0.15,0.05,2,21.91,0,16.91,0,240.34,0,0,0,0,0,0,0,0,0,0,0.02,0.27,0,0,0,0,0.05,295.24,1.71,0,0.12,0.09,1.22,26.84,8.78,20.01,0,0.09,0,0.24,0,40.26,0,0,0,0,17.2,0,82.96,0,0.18
473,Banana (pisang rajah udang / merah),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (185g),110.56,1.2,0.4,0.13,3.46,25.71,0,2.66,0,405.15,12.95,0,0,0,0,0,0,0,0,0,0.06,0.27,0,0,0,0,0.13,431.05,1.67,0,0.13,0.19,1.85,3.7,8.7,19.61,0,0.06,0,0.56,0,68.45,0,0,0,0,10.36,0,144.12,0,0.28
474,Banana (pisang tanduk),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (352g),348.9,3.55,1.18,0.41,7.69,81.61,0,53.22,0,1760,0,0,0,0,0,0,0,0,0,0,0.14,0.68,0,0,0,0,0.32,1425.6,4.22,0,0.04,0.49,3.52,63.36,23.94,54.21,0,0.25,0,1.41,0,302.72,0,0,0,0,56.32,0,244.64,0,0.53
475,"Banana, raw, unspecified type",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (118g),67.21,0.83,0.25,0.08,1.96,17.22,0,0.76,0,77.88,5.9,0,0,0,0,0,0,0,0,0,0.04,0.21,0,0,0,0,0.09,422.44,1.3,0,0.08,0.13,1.18,1.18,6.37,14.4,0,0.04,0,0.39,0,12.98,0,0,0,0,10.27,0,88.38,0,0.24
476,Binjai,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (284g),92.7,1.45,0.29,0.07,1.01,21.15,0,1.45,0,0,19.88,0,0,0,0,0,0,0,0,0,0.2,0.45,0,0,0,0,0.11,340.8,2.84,0,0.45,0.14,1.7,2.84,0,0,0,0.14,0,0.57,0,0,0,0,0,0,210.16,0,230.61,0,0.11
477,"Blackberry, stewed with sugar",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (258g),156.63,2.58,0.26,0,14.71,38.18,0,7.74,0,147.06,126.42,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0.26,412.8,2.58,0,0.08,0,1.03,7.74,0,38.18,0,0.05,0,0.26,0,23.22,0,0,0,0,36.12,0,198.66,0,0.52
478,"Blackberry, stewed without sugar",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (258g),67.83,2.84,0.26,0,16.25,14.19,0,7.74,0,159.96,139.32,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0.26,464.4,2.84,0,0.08,0,1.03,7.74,0,5.93,0,0.08,0,0.26,0,25.8,0,0,0,0,38.7,0,219.3,0,0.77
479,"Blueberries, raw",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (1.36g),0.74,0.01,0,0,0.03,0.16,0,0.01,0,0.44,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.01,0,0,0,0,0.01,0,0.14,0,0,0,0,0,0.08,0,0,0,0,0.13,0,1.15,0,0
480,Blueberry filling,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (262g),288.2,1.31,0.52,0,1.31,58.95,0,262,0,0,39.3,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,104.8,1.31,0,0.03,0,0,262,9.17,49.78,0,0.03,0,0.52,0,0,0,0,0,0,1.83,0,183.4,0,0
481,"Cherries, sweet, raw",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Cup (150g),85.05,1.43,0.27,0.05,2.84,21.61,0,0,0,57,19.5,0,0,0,0,0,0,0,0,0,0.07,0.26,0,0,0,0,0.08,333,1.59,0,0.05,0.06,0,0,0,19.23,0,0.04,0,0.3,0,4.5,0,0,0,0,10.5,0,123.38,0,0.11
482,Chinese pear,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (169g),53.34,0.79,0.31,0.02,5.34,11.94,0,6.29,0,25.35,20.28,0,0,0,0,0,0,0,0,0,0.07,0.14,0,0,0,0,0.08,148.72,0.85,0,0.12,0.02,0.47,6.76,0,9.58,0,0.07,0,0.34,0,5.07,0,0,0,0,0.17,0,151.76,0,0.17
483,Cranberry concentrate,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (253g),485.76,5.57,0.25,0,0.51,114.61,0,7.59,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,5.57,0,0,0,0,7.59,22.26,92.35,0,0,0,0.25,0,0,0,0,0,0,0.51,0,124.22,0,0
484,"Date, dried",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Cup (105g),4.96,0.04,0.01,0,0.06,1.19,0,0.14,0,19.95,49.35,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,766.5,2.1,0,0.11,0,0,14.7,1.37,69.2,0,0,0,0.21,0,3.15,0,0,0,0,5.25,0,16.8,0,0.63
485,"Duku, raw",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (29.2g),6.58,0.11,0.04,0,0,1.45,0,0.24,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,41.46,0.26,0,0.04,0,0,0.58,0,0,0,0.03,0,0.09,0,0,0,0,0,0,0.5,0,25.05,0,0
486,Durian,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Seed (27g),102.35,1.28,5.28,2.03,0.68,12.44,0.75,46.38,0,109.62,1.35,0,0,0,6.59,12.42,0,0,0,0,0.51,0.11,0,0,0,0,0.07,14.58,0.68,0,0.06,0.3,0,0.81,1.76,5.7,0,0.07,0,1.11,0,18.36,0,0,0,0,5.78,0,16.77,0,0.08
487,Durian fermented,FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Tablespoon (15g),16.96,0.41,0.39,0,0.22,2.94,0,86.55,0,10.35,2.1,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,70.5,0.41,0,0.06,0,0,86.55,0,0,0,0.03,0,0.39,0,1.8,0,0,0,0,0,0,10.67,0,0
488,"Durian, Malaysian, mid-range",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (41g),32.14,0.5,0.56,0.17,0.62,6.25,0,1.61,0,16.4,1.64,0,0,0,0,0,0,0,0,0,0.5,0.16,0,0,0,0,0.06,22.14,1.03,0,0.05,0.35,0,3.28,2.26,9.84,0,0,0,1.15,0,2.87,0,0,0,0,4.76,0,25.13,0,0.12
489,"Figs, raw",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Piece (50.5g),37.04,0.37,0.15,0.03,1.45,9.59,0,0.5,0,42.93,17.68,0,0,0,0,0,0,0,0,0,0.03,0.06,0,0,0,0,0.07,117.16,0.38,0,0.03,0.03,0.1,0.51,0,8.21,0,0.03,0,0.15,0,3.54,0,0,0,0,1.01,0,39.95,0,0.08
490,"Fruit salad, canned in heavy syrup",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (270g),222.83,1.35,0.27,0,4.86,52.65,0,5.4,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,280.8,1.35,777.6,0.14,0,0,5.4,0,52.65,0,0.05,0,0.27,0,129.6,0,0,0,0,10.8,0,205.74,0,0.81
491,"Fruit salad, canned in pear juice",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (255g),114.7,1.53,0.26,0,3.57,21.67,0,15.3,0,0,17.85,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,359.55,1.53,0,0.1,0,0,15.3,0,21.68,0,0.03,0,0.26,0,168.3,0,0,0,0,5.1,0,218.79,0,0.51
492,"Fruit salad, canned in pear juice, drained",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (220g),101.05,1.76,0.22,0,4.84,18.04,0,13.2,0,704,15.4,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,264,1.76,0,0.09,0,0,13.2,0,18.04,0,0.02,0,0.22,0,248.6,0,0,0,0,4.4,0,187,0,0.44
493,"Fruit, mixed, spicy pickled",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Dessertspoon (15g),50.23,0.18,4.82,0,0.3,1.56,0,222,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,24,0.18,0,0.01,0,0,222,0,0,0,0,0,4.82,0,0,0,0,0,0,0.15,0,7.25,0,0
494,Golden kiwi,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Piece (83g),41.63,0.95,0.07,0.04,1.46,9.28,0,4.38,0,0,23.24,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0.05,239.87,1.08,0,0.01,0.04,0,4.98,0.17,7.8,0,0.03,0,0.08,0,0,0,0,0,0,81.59,0,70.88,0,0.08
495,"Grape, black, unspecified type, raw",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Cup (50g),32.59,0.59,0.05,0,1.62,6.86,0,1.47,0,20,5.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,75,0.6,0,0.02,0,0,1.5,0,7,0,0.01,0,0.05,0,4.5,0,0,0,0,2.5,0,39.6,0,0.05
496,"Grape, green, unspecified type, raw",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Cup (170g),110.85,1.32,0.16,0,5.77,23.75,0,9.89,0,76.5,20.4,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,306,1.36,0,0.05,0,0,10.2,0,24.48,0,0.02,0,0.17,0,13.6,0,0,0,0,11.9,0,136.34,0,0.17
497,"Grapefruit, raw, white, all areas",FRUIT AND FRUIT PRODUCTS,Fresh fruits,One half (240.8g),40.96,0.81,0.13,0.02,1.41,10.34,0,0,0,33.71,28.9,0,0,0,0,0,0,0,0,0,0.03,0.26,0,0,0,0,0.06,356.38,1.66,0,0.48,0.03,3.37,0,0,17.6,0,0.09,0,0.24,0,4.82,0,0,0,0,80.19,0,217.88,0,0.17
498,"Guava, green skinned, raw, flesh only",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (small) (325g),146.51,3.5,0.64,0.19,17.2,31.85,0,73.26,0,195,107.25,0,0,0,26.33,120.25,0,0,0,0,0.07,0.57,0,0,0,0,0.26,94.25,3.58,0,0.16,0.2,1.95,74.75,0,37.05,0,0.33,0,0.65,0,32.5,0,0,0,0,494,0,263.9,0,0.75
499,Hog plum,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (48.3g),10.66,0.23,0.03,0,0,2.33,0,0.67,0,70.04,8.21,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,92.25,0.34,0,0.09,0,0,0.97,0,0,0,0.02,0,0.05,0,11.59,0,0,0,0,10.63,0,43.18,0,0
500,"Hog plum, pickled",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Whole (21g),4.64,0.02,0.02,0,0.27,1.11,0,69.51,0,184.17,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.2,0.02,0,0,0,0,87.99,0,0,0,0.11,0,0.02,0,30.66,0,0,0,0,8.19,0,19.03,0,0
501,"Jackfruit, raw, peeled, flesh only",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (37.84g),3.92,0.17,0.02,0,0.32,0.77,0,5.09,0,41.62,14,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,110.49,0.61,0,0.02,0,0.23,18.16,0,0,0,0.02,0,0.08,0,6.81,0,0,0,0,2.99,0,31.45,0,0.3
502,"Juice, apple, sparkling",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Can (375g),152.51,0,0,0,0,38.63,0,18.75,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,18.75,0,38.63,0,0,0,0,0,0,0,0,0,0,7.5,0,335.25,0,0
503,"Juice, grape, unsweetened",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (253g),118.52,0.76,0.25,0,0,29.6,0,17.71,0,0,48.07,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,139.15,0.76,0,0.03,0,0,17.71,0,29.6,0,0,0,0.25,0,0,0,0,0,0,0,0,216.06,0,0.25
504,"Juice, grapefruit, commercial, no added sugar",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (259g),77.38,1.3,0.26,0,0.26,16.06,0,12.95,0,0,23.31,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,269.36,1.3,0,0,0,0,12.95,0,16.06,0,0,0,0.26,0,0,0,0,0,0,163.17,0,245.53,0,0
505,"Juice, lemon",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (244g),54.29,1.71,0.49,0,0.24,11.22,0,7.32,0,0,29.28,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,302.56,1.71,0,0.05,0,0,7.32,0,11.22,0,0.12,0,0.49,0,7.32,0,0,0,0,139.08,0,214.72,0,0.24
506,"Juice, lemon, canned or bottled",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (244g),51.24,0.98,0.73,0.1,0,15.86,0,51.24,0,29.28,26.84,0,0,0,0,0,0,0,0,0,0.02,0.16,0,0,0,0,0.2,248.88,0.98,0,0.02,0.1,2.44,51.24,15.86,0,0,0.1,0,0.73,0,4.88,0,0,0,0,61,0,225.7,0,0.24
507,"Juice, lime, fresh",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Tablespoon (14g),3.78,0.06,0.01,0,0,1.26,0,0.14,0,0.84,1.26,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,15.26,0.06,0,0,0,0,0.14,0,1.26,0,0,0,0.01,0,0.14,0,0,0,0,4.06,0,12.63,0,0.01
508,"Juice, orange, commercial, no added sugar",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Glass (250ml) (260g),88.4,1.56,0.26,0,0.26,19.24,0,15.6,0,254.8,23.4,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,416,1.56,0,0,0,2.6,15.6,0,19.24,0,0.13,0,0.26,0,41.6,0,0,0,0,140.4,0,244.4,0,0
509,"Juice, prune",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (256g),181.11,1.54,0.08,0.01,2.56,44.67,0,10.24,0,0,30.72,0,0,0,0,0,0,0,0,0,0.01,0.25,0,0,0,0,0.02,706.56,1.54,0,0.18,0.01,0,10.24,0,0,0,0.05,0,0.08,0,0,0,0,0,0,10.24,0,207.87,0,0.51
510,Lime,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (small) (35g),82.1,0,0,0,0,20.64,0,5.16,0,22.05,23.1,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,54.95,0.49,0,0.01,0,0.14,1.75,0,3.08,0,0.01,0,0.39,0,3.85,0,0,0,0,12.92,0,29.4,0,0.04
511,"Lime, musk, raw",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (22.4g),3.02,0.05,0.04,0,0.5,0.62,0,0.48,0,105.28,2.91,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,17.7,0.09,0,0.01,0,0.09,0.9,0,0.22,0,0.01,0,0.07,0,17.47,0,0,0,0,9.32,0,20.97,0,0.02
512,"Longan, canned in syrup, drained",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (145g),101.5,0.87,0.14,0,1.89,24.8,0,8.7,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,104.4,0.87,0,0,0,0,8.7,0.29,24.51,0,0,0,0.15,0,0,0,0,0,0,10.15,0,116.58,0,0.44
513,"Longan, canned in syrup, with syrup",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (270g),183.6,1.08,0,0,1.62,45.9,0,16.2,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,186.3,1.08,0,0,0,0,16.2,0.27,45.63,0,0,0,0,0,0,0,0,0,0,18.9,0,218.43,0,0.54
514,"Longan, canned, drained",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Can (256g),220.16,1.54,0.51,0.15,3.07,51.97,0,35.84,0,128,128,0,0,0,0,0,0,0,0,0,0.18,0.25,0,0,0,0,0.08,143.36,1.54,0,0.05,0.15,0,35.84,5.12,36.61,0,0.18,0,0.51,0,23.04,0,0,0,0,21.76,0,201.22,0,0.26
